5000,-550.3165882594054,72.82326140051158
10000,-317.7409683674928,181.25343911454218
15000,-401.96662982470286,84.64581670454245
20000,-532.582558835624,165.87012286905178
25000,-303.79447563357496,247.20333946200824
30000,-531.1655520516996,134.86503692502558
35000,-311.7158727547017,155.4299619067514
40000,-280.5623415622657,52.90457487378836
45000,-772.6932552465498,75.16688859272848
50000,-1222.4742083773112,228.7771438445618
55000,-1430.189971991946,101.44082056583133
60000,-1411.4508989449544,66.5956192967948
65000,-1529.7815021771428,116.39495423197697
70000,-1519.493820705026,386.863599044258
75000,-1219.8313195787923,265.15387179208886
80000,-1010.5648875920475,281.3317438587843
85000,-856.72535898823,57.66254345676076
90000,-647.223120003677,137.9252606716402
95000,-328.3705146724909,35.55694310602398
100000,-527.7653288809106,92.57251721313858
