10000,-422.7209185659396,120.45232399852374
20000,-553.3581985539743,229.3739798232214
30000,-855.9136135811053,253.94848975857636
40000,-966.6488900750658,606.0547946943201
50000,-963.5840864774884,427.1542705730474
60000,-553.1735632683992,72.9444130116583
70000,-1315.5557628392562,633.8271614491114
80000,-1657.624034398333,836.478507547071
90000,-1623.2844383260458,1566.4678085421094
100000,-3943.7991262572045,1392.6864654458645
110000,-1701.4851728530216,244.36143753162386
120000,-1571.6071415685424,657.8752018096624
130000,-2608.8475810307996,374.21882122303447
140000,-1494.0225195380315,518.8226314911863
150000,-1137.041897187662,209.86758650182642
160000,-838.4378748926223,106.84942685741785
170000,-728.4736310186931,53.15829258155108
180000,-675.6514407654047,87.8161948463554
190000,-455.4513852719965,84.6152934995222
200000,-517.0662398488967,93.54266533554166
