5000,-556.8957003898843,152.25517995078494
10000,-510.2189153002225,136.15481968402793
15000,-435.9087486930781,202.92541154395767
20000,-622.643495420819,220.4529439047641
25000,-303.8373103432311,234.08661767547528
30000,-586.9207876683872,251.34069380507196
35000,-363.7039533537095,89.71345632666049
40000,-265.18005604313106,27.41690887190493
45000,-817.0215050027107,191.60367105236395
50000,-1490.8638396794927,71.52800963372863
55000,-1504.2242277162427,132.3911781030359
60000,-1189.1202694490157,265.98808948709365
65000,-1454.429570019884,199.88585168179273
70000,-1906.6490539910726,267.86369320204375
75000,-1194.0183713135589,156.4003122309404
80000,-1235.8698654854422,176.39853219400447
85000,-830.4640332339625,73.31212462495171
90000,-595.373423006689,109.75392229845662
95000,-376.4007104967201,25.452625202761737
100000,-439.7084526667101,111.79279126054237
